ID,Question,Intent
300_0024,I want to have a closer look at the regulations of this course,Documents
01_0025,Is there a call for applications,Applications
02_0025,How can I enroll to the program,Applications
03_0025,Where can I find the enrollment application,Applications
04_0025,Is there a call for applications,Applications
05_0025,Where do I apply to the program,Applications
06_0025,When is the applications deadline,Applications
07_0025,What is the admission process,Applications
08_0025,Find me the application,Applications
09_0025,What should be included in the application,Applications
10_0025,How can I study at AIDL,Applications
11_0025,Has the enrollment period started,Applications
12_0025,Is there an interview in order to participate in the program,Applications
13_0025,How will my application be evaluated,Applications
14_0025,Where do I download the admission form,Applications
15_0025,What is the admission process to the program,Applications
16_0025,How can I study to the Master's,Applications
17_0025,What is the email address,Contact
18_0025,When can I call for information,Contact
19_0025,Which days can I contact the secretariat office,Contact
20_0025,What hours can I call the secretariat,Contact
21_0025,How do I come to UNIWA,Contact
22_0025,What campus is the AIDL,Contact
23_0025,Where is the campus,Contact
24_0025,Where can I call to ask for more information,Contact
25_0025,What is the address of the campus,Contact
26_0025,What is the address of UNIWA,Contact
27_0025,Where can I find a contact form,Contact
28_0025,Where can I find a contact application,Contact
29_0025,Find me the email address of AIDL,Contact
30_0025,Where can I find contact info,Contact
31_0025,Where can I find someone to ask some questions about AIDL,Contact
32_0025,Which one of the UNIWA campuses is AIDL,Contact
33_0025,Where are the course taught,Contact
34_0025,How many semesters are there,Curriculum
35_0025,How many ECTS to finish the program,Curriculum
36_0025,What are AIDL courses,Curriculum
37_0025,Does the Master offer courses on Big Data,Curriculum
38_0025,Are there Minors in the degree,Curriculum
39_0025,What courses are taught in Autonomous Systems,Curriculum
40_0025,What courses are taught in Cognitive Systems,Curriculum
41_0025,How many ECTS per course,Curriculum
42_0025,How many courses are there in total,Curriculum
43_0025,Where can I find information about the courses,Curriculum
44_0025,Where can I find the curriculum,Curriculum
45_0025,Is there an analytical description of the courses,Curriculum
46_0025,What are the courses taught,Curriculum
47_0025,Do the courses include mathematics,Curriculum
48_0025,Where can I find info about the thesis,Curriculum
49_0025,How many courses are in Cognitive Systems Minor,Curriculum
50_0025,How many courses are in Autonomous Systems Minor,Curriculum
51_0025,How many courses can I choose,Curriculum
52_0025,How long does the program last,Curriculum
53_0025,Is there a schedule for the spring semester yet,Schedule
54_0025,Where can I find the winter schedule,Schedule
55_0025,Where can I find the room planing for the courses,Schedule
56_0025,Where can I find the classroom scheduling,Schedule
57_0025,Which days does AIDL has courses,Schedule
58_0025,Which day does Cognitive Systems has  courses,Schedule
59_0025,Which day does Autonomous Systems has  courses,Schedule
60_0025,When is AIDL_B01 taught,Schedule
61_0025,Where is AIDL_B01 taught,Schedule
62_0025,When is AIDL_B01 taught,Schedule
63_0025,What time is the course Advanced Topics in Deep Learning today,Schedule
64_0025,What days and hours is the course Advanced Topics in Deep Learning today,Schedule
65_0025,Where can I find some info about the days and the hours of the courses,Schedule
66_0025,Which course is taught today in room ??109,Schedule
67_0025,Do we have classes on Tuesdays,Schedule
68_0025,Where can I find the programs documents,Documents
69_0025,Can I have the application for courses modification,Documents
70_0025,Where can  get the application for the MSc thesis,Documents
71_0025,Where can I find the applocation form for the thesis proposal,Documents
72_0025,Is there a specific template for the Master thesis,Documents
73_0025,Where can I have the program's study regulation,Documents
74_0025,Where can I find the program's published documents,Documents
75_0025,How is the thesis evaluated,Documents
76_0025,Is there a template for IEEE style paper,Documents
77_0025,Is there a template for thesis,Documents
78_0025,How can I apply for graduation,Documents
79_0025,Is there a graduation form,Documents
80_0025,How can I apply for Thesis susbmission extension,Documents
81_0025,Is the tuition and fees published,Documents
82_0025,How much are the fees to study,Fees
83_0025,How much do I have to pay each month for the program,Fees
84_0025,Are there tuition fees to enroll to AIDL,Fees
85_0025,How much is the semester cost for the program,Fees
86_0025,Does the program offer payment installments,Fees
87_0025,Where do I pay my tuition fees to the program,Fees
88_0025,What is covered by the tuition fees,Fees
89_0025,Do I have to pay anything other than the tution fees during my studies,Fees
90_0025,Can I be excluded from the fees,Fees
91_0025,Can I enroll for free in the progam,Fees
92_0025,What are the criteria to be excluded from the fees,Fees
93_0025,Do I have to pay to use the computers of the labs,Fees
94_0025,How are tuition payments made,Fees
95_0025,What is the total tuition cost of AIDL,Fees
96_0025,Who is the director of the MSc,Instructors
97_0025,Where can I find AIDL's professors list,Instructors
98_0025,Who teaches the course AIDL_B02,Instructors
99_0025,How many tutors teach the course AIDL_B_CS01,Instructors
100_0025,What courses are taught by professor Patrikakis,Instructors
101_0025,Where can I find Rangoussi's research work,Instructors
102_0025,How can I contact professor Leligou,Instructors
103_0025,What is Kasnesi's email address,Instructors
104_0025,What courses are taught by professor Kasnensis,Instructors
105_0025,What are Feidakis' research interests,Instructors
106_0025,Where can I find info for Cantzos,Instructors
107_0025,What is Kasnesi's personal webpage,Instructors
108_0025,Can I get the professors CV,Instructors
109_0025,What is Nikolaou telephone number,Instructors
110_0025,Which is the office of Papadopoulos,Instructors
111_0025,How can I contact professor Piromalis,Instructors
112_0025,Where I can find the academic personel of AIDL,Instructors
113_0025,Where do I select courses,Registry
114_0025,Where can I find lecture notes,Registry
115_0025,Where can I see my grade,Registry
116_0025,Where can I find the published courses grades,Registry
117_0025,Where can I see the exams dates,Registry
118_0025,Is there an exams calendar,Registry
119_0025,How do I request a certificate,Registry
120_0025,How can I get the study certificate,Registry
121_0025,How can I get my transcript of records,Registry
122_0025,Where can I see the availliable scholarships,Registry
123_0025,Where can I find the evaluation questionaire,Registry
124_0025,Where can I find my personal student info,Registry
125_0025,Where do I find my student email address,Registry
126_0025,What is my student identification number,Registry
127_0025,Are there any invited professors,Invited
128_0025,Does AIDL invite professors from other universities,Invited
129_0025,Does the program colaborate with researchers outside UNIWA,Invited
130_0025,Is there a list of invited professors,Invited
131_0025,Where can I find the list of invited professors,Invited
132_0025,Will there be any lecturers that work in Facebook,Invited
133_0025,How many invited lectures will there be,Invited
134_0025,Are there colaborations with invited lectures,Invited
135_0025,Where can I see lecturers are not from UNIWA,Invited
136_0025,Are there invited lectures from NTUA,Invited
137_0025,Are there professors from other universities,Invited
138_0025,Will there be lectures from foreigh universities,Invited
